logistic_regression_m_a_b__e_greedy_eps_0.0,logistic_regression_m_a_b__softmax_tau_0.2,decision_tree_regressor_m_a_b__e_greedy_eps_0.0,decision_tree_regressor_m_a_b__softmax_tau_0.2,m_l_p_regressor_m_a_b__e_greedy_eps_0.0,m_l_p_regressor_m_a_b__softmax_tau_0.2,logistic_regression_per_arm__e_greedy_eps_0.0,logistic_regression_per_arm__softmax_tau_0.2,decision_tree_regressor_per_arm__e_greedy_eps_0.0,decision_tree_regressor_per_arm__softmax_tau_0.2,m_l_p_regressor_per_arm__e_greedy_eps_0.0,m_l_p_regressor_per_arm__softmax_tau_0.2,logistic_regression_m_a_b__dynamic__e_greedy_eps_0.0,logistic_regression_m_a_b__dynamic__softmax_tau_0.2,decision_tree_regressor_m_a_b__dynamic__e_greedy_eps_0.0,decision_tree_regressor_m_a_b__dynamic__softmax_tau_0.2,m_l_p_regressor_m_a_b__dynamic__e_greedy_eps_0.0,m_l_p_regressor_m_a_b__dynamic__softmax_tau_0.2,logistic_regression_per_arm__dynamic__e_greedy_eps_0.0,logistic_regression_per_arm__dynamic__softmax_tau_0.2,decision_tree_regressor_per_arm__dynamic__e_greedy_eps_0.0,decision_tree_regressor_per_arm__dynamic__softmax_tau_0.2,m_l_p_regressor_per_arm__dynamic__e_greedy_eps_0.0,m_l_p_regressor_per_arm__dynamic__softmax_tau_0.2
0.16666666666666666,0.4166666666666667,0.08333333333333333,1.0,0.0,0.5833333333333334,0.25,0.3333333333333333,0.0,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.5833333333333334
0.15384615384615385,0.46153846153846156,0.07692307692307693,1.0,0.07692307692307693,0.6153846153846154,0.23076923076923078,0.3076923076923077,0.0,0.6923076923076923,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.38461538461538464,0.15384615384615385,1.0,0.0,0.23076923076923078,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.5384615384615384
0.14285714285714285,0.5,0.07142857142857142,1.0,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.35714285714285715,0.0,0.7142857142857143,0.07142857142857142,0.7142857142857143,0.14285714285714285,0.35714285714285715,0.21428571428571427,1.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.5
0.2,0.5333333333333333,0.06666666666666667,1.0,0.2,0.6666666666666666,0.2,0.3333333333333333,0.0,0.7333333333333333,0.06666666666666667,0.6666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,1.0,0.13333333333333333,0.2,0.2,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.4666666666666667
0.1875,0.5,0.0625,1.0,0.1875,0.625,0.1875,0.3125,0.0,0.75,0.0625,0.6875,0.125,0.375,0.25,1.0,0.125,0.1875,0.1875,0.375,0.0625,0.3125,0.0625,0.4375
0.17647058823529413,0.5294117647058824,0.058823529411764705,1.0,0.23529411764705882,0.6470588235294118,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.7647058823529411,0.058823529411764705,0.6470588235294118,0.17647058823529413,0.4117647058823529,0.23529411764705882,1.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.4117647058823529
0.16666666666666666,0.5,0.05555555555555555,1.0,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.2777777777777778,0.05555555555555555,0.7222222222222222,0.05555555555555555,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.2222222222222222,1.0,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.05555555555555555,0.3333333333333333,0.05555555555555555,0.4444444444444444
0.15789473684210525,0.47368421052631576,0.05263157894736842,1.0,0.21052631578947367,0.6842105263157895,0.15789473684210525,0.2631578947368421,0.10526315789473684,0.7368421052631579,0.05263157894736842,0.6842105263157895,0.15789473684210525,0.47368421052631576,0.21052631578947367,1.0,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.3684210526315789,0.05263157894736842,0.42105263157894735
0.15,0.45,0.05,1.0,0.2,0.65,0.15,0.3,0.15,0.75,0.05,0.65,0.15,0.45,0.2,1.0,0.15,0.25,0.15,0.4,0.05,0.35,0.05,0.45
0.14285714285714285,0.42857142857142855,0.047619047619047616,1.0,0.19047619047619047,0.6190476190476191,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.7619047619047619,0.047619047619047616,0.6190476190476191,0.14285714285714285,0.47619047619047616,0.19047619047619047,1.0,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.047619047619047616,0.38095238095238093,0.047619047619047616,0.47619047619047616
0.18181818181818182,0.4090909090909091,0.045454545454545456,1.0,0.22727272727272727,0.6363636363636364,0.13636363636363635,0.2727272727272727,0.18181818181818182,0.7727272727272727,0.045454545454545456,0.5909090909090909,0.18181818181818182,0.5,0.22727272727272727,1.0,0.18181818181818182,0.22727272727272727,0.13636363636363635,0.36363636363636365,0.045454545454545456,0.36363636363636365,0.045454545454545456,0.45454545454545453
0.21739130434782608,0.391304347826087,0.043478260869565216,1.0,0.2608695652173913,0.6521739130434783,0.13043478260869565,0.30434782608695654,0.21739130434782608,0.782608695652174,0.043478260869565216,0.6086956521739131,0.21739130434782608,0.4782608695652174,0.2608695652173913,1.0,0.21739130434782608,0.21739130434782608,0.17391304347826086,0.34782608695652173,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.43478260869565216
0.20833333333333334,0.375,0.041666666666666664,1.0,0.25,0.6666666666666666,0.125,0.3333333333333333,0.20833333333333334,0.7916666666666666,0.041666666666666664,0.625,0.25,0.4583333333333333,0.2916666666666667,1.0,0.20833333333333334,0.25,0.16666666666666666,0.375,0.041666666666666664,0.375,0.08333333333333333,0.4583333333333333
0.24,0.36,0.04,1.0,0.28,0.68,0.16,0.36,0.2,0.8,0.04,0.6,0.28,0.48,0.32,1.0,0.24,0.24,0.16,0.36,0.04,0.36,0.08,0.44
0.2692307692307692,0.34615384615384615,0.07692307692307693,1.0,0.2692307692307692,0.6923076923076923,0.19230769230769232,0.34615384615384615,0.19230769230769232,0.8076923076923077,0.07692307692307693,0.6153846153846154,0.2692307692307692,0.46153846153846156,0.3076923076923077,1.0,0.23076923076923078,0.2692307692307692,0.19230769230769232,0.34615384615384615,0.07692307692307693,0.34615384615384615,0.11538461538461539,0.4230769230769231
0.2962962962962963,0.37037037037037035,0.1111111111111111,1.0,0.25925925925925924,0.7037037037037037,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.8148148148148148,0.1111111111111111,0.6296296296296297,0.25925925925925924,0.4444444444444444,0.2962962962962963,1.0,0.2222222222222222,0.2962962962962963,0.18518518518518517,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.14814814814814814,0.4074074074074074
0.32142857142857145,0.39285714285714285,0.14285714285714285,1.0,0.25,0.7142857142857143,0.17857142857142858,0.35714285714285715,0.17857142857142858,0.8214285714285714,0.14285714285714285,0.6428571428571429,0.25,0.42857142857142855,0.32142857142857145,1.0,0.21428571428571427,0.2857142857142857,0.17857142857142858,0.35714285714285715,0.10714285714285714,0.32142857142857145,0.17857142857142858,0.39285714285714285
0.3103448275862069,0.3793103448275862,0.13793103448275862,1.0,0.2413793103448276,0.6896551724137931,0.1724137931034483,0.3448275862068966,0.1724137931034483,0.8275862068965517,0.13793103448275862,0.6551724137931034,0.27586206896551724,0.4482758620689655,0.3448275862068966,1.0,0.20689655172413793,0.3103448275862069,0.20689655172413793,0.3793103448275862,0.10344827586206896,0.3103448275862069,0.20689655172413793,0.41379310344827586
0.3,0.36666666666666664,0.16666666666666666,1.0,0.23333333333333334,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.43333333333333335,0.36666666666666664,1.0,0.2,0.3,0.2,0.36666666666666664,0.1,0.3333333333333333,0.2,0.43333333333333335
0.2903225806451613,0.3548387096774194,0.16129032258064516,1.0,0.22580645161290322,0.6451612903225806,0.16129032258064516,0.3548387096774194,0.16129032258064516,0.8064516129032258,0.16129032258064516,0.6774193548387096,0.25806451612903225,0.41935483870967744,0.3548387096774194,1.0,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.3870967741935484,0.0967741935483871,0.3225806451612903,0.1935483870967742,0.45161290322580644
0.28125,0.34375,0.15625,1.0,0.21875,0.625,0.15625,0.34375,0.15625,0.78125,0.1875,0.6875,0.25,0.40625,0.34375,1.0,0.1875,0.28125,0.1875,0.375,0.09375,0.3125,0.21875,0.46875
0.30303030303030304,0.3333333333333333,0.18181818181818182,1.0,0.21212121212121213,0.6363636363636364,0.18181818181818182,0.36363636363636365,0.15151515151515152,0.7878787878787878,0.21212121212121213,0.6666666666666666,0.24242424242424243,0.3939393939393939,0.3333333333333333,1.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.30303030303030304,0.24242424242424243,0.48484848484848486
0.29411764705882354,0.3235294117647059,0.17647058823529413,1.0,0.20588235294117646,0.6470588235294118,0.17647058823529413,0.35294117647058826,0.14705882352941177,0.7941176470588235,0.20588235294117646,0.6470588235294118,0.2647058823529412,0.38235294117647056,0.35294117647058826,1.0,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.38235294117647056,0.08823529411764706,0.3235294117647059,0.2647058823529412,0.5
0.3142857142857143,0.34285714285714286,0.17142857142857143,1.0,0.22857142857142856,0.6571428571428571,0.17142857142857143,0.34285714285714286,0.14285714285714285,0.7714285714285715,0.2,0.6571428571428571,0.2857142857142857,0.4,0.37142857142857144,1.0,0.2,0.3142857142857143,0.17142857142857143,0.37142857142857144,0.11428571428571428,0.34285714285714286,0.2571428571428571,0.5142857142857142
0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.25,0.6666666666666666,0.16666666666666666,0.3611111111111111,0.1388888888888889,0.75,0.19444444444444445,0.6388888888888888,0.3055555555555556,0.3888888888888889,0.3888888888888889,1.0,0.2222222222222222,0.3333333333333333,0.19444444444444445,0.3611111111111111,0.1111111111111111,0.3333333333333333,0.25,0.5
0.35135135135135137,0.32432432432432434,0.1891891891891892,1.0,0.24324324324324326,0.6756756756756757,0.16216216216216217,0.35135135135135137,0.16216216216216217,0.7567567567567568,0.21621621621621623,0.6486486486486487,0.2972972972972973,0.3783783783783784,0.3783783783783784,1.0,0.21621621621621623,0.32432432432432434,0.1891891891891892,0.35135135135135137,0.10810810810810811,0.32432432432432434,0.2702702702702703,0.4864864864864865
0.3684210526315789,0.3157894736842105,0.21052631578947367,1.0,0.23684210526315788,0.6842105263157895,0.15789473684210525,0.34210526315789475,0.15789473684210525,0.7631578947368421,0.23684210526315788,0.6578947368421053,0.2894736842105263,0.3684210526315789,0.3684210526315789,0.9736842105263158,0.21052631578947367,0.3157894736842105,0.18421052631578946,0.34210526315789475,0.13157894736842105,0.3157894736842105,0.2894736842105263,0.5
0.38461538461538464,0.3076923076923077,0.20512820512820512,1.0,0.2564102564102564,0.6923076923076923,0.15384615384615385,0.358974358974359,0.15384615384615385,0.7692307692307693,0.23076923076923078,0.6666666666666666,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.9743589743589743,0.23076923076923078,0.3333333333333333,0.1794871794871795,0.3333333333333333,0.1282051282051282,0.3076923076923077,0.28205128205128205,0.48717948717948717
0.4,0.3,0.225,1.0,0.25,0.7,0.15,0.375,0.15,0.775,0.25,0.675,0.3,0.375,0.375,0.975,0.225,0.325,0.175,0.325,0.15,0.3,0.3,0.475
0.3902439024390244,0.3170731707317073,0.24390243902439024,1.0,0.24390243902439024,0.7073170731707317,0.17073170731707318,0.36585365853658536,0.17073170731707318,0.7560975609756098,0.2682926829268293,0.6829268292682927,0.2926829268292683,0.36585365853658536,0.3902439024390244,0.9512195121951219,0.21951219512195122,0.3170731707317073,0.17073170731707318,0.3170731707317073,0.14634146341463414,0.2926829268292683,0.3170731707317073,0.4634146341463415
0.38095238095238093,0.3333333333333333,0.23809523809523808,1.0,0.23809523809523808,0.7142857142857143,0.16666666666666666,0.35714285714285715,0.16666666666666666,0.7619047619047619,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.35714285714285715,0.40476190476190477,0.9523809523809523,0.21428571428571427,0.30952380952380953,0.16666666666666666,0.30952380952380953,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.4523809523809524
0.3953488372093023,0.3488372093023256,0.2558139534883721,1.0,0.23255813953488372,0.6976744186046512,0.16279069767441862,0.37209302325581395,0.16279069767441862,0.7674418604651163,0.27906976744186046,0.6744186046511628,0.27906976744186046,0.3488372093023256,0.4186046511627907,0.9302325581395349,0.20930232558139536,0.3023255813953488,0.16279069767441862,0.3023255813953488,0.13953488372093023,0.3023255813953488,0.32558139534883723,0.46511627906976744
0.38636363636363635,0.3409090909090909,0.25,1.0,0.22727272727272727,0.7045454545454546,0.1590909090909091,0.36363636363636365,0.1590909090909091,0.7727272727272727,0.29545454545454547,0.6818181818181818,0.29545454545454547,0.36363636363636365,0.4318181818181818,0.9090909090909091,0.20454545454545456,0.3181818181818182,0.1590909090909091,0.29545454545454547,0.13636363636363635,0.29545454545454547,0.3409090909090909,0.45454545454545453
0.4,0.35555555555555557,0.24444444444444444,1.0,0.24444444444444444,0.7111111111111111,0.15555555555555556,0.35555555555555557,0.17777777777777778,0.7555555555555555,0.28888888888888886,0.6888888888888889,0.3111111111111111,0.37777777777777777,0.4222222222222222,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.15555555555555556,0.28888888888888886,0.15555555555555556,0.28888888888888886,0.3333333333333333,0.4444444444444444
0.41304347826086957,0.34782608695652173,0.2391304347826087,1.0,0.2608695652173913,0.717391304347826,0.15217391304347827,0.34782608695652173,0.1956521739130435,0.7608695652173914,0.2826086956521739,0.6956521739130435,0.32608695652173914,0.391304347826087,0.43478260869565216,0.8695652173913043,0.2391304347826087,0.34782608695652173,0.15217391304347827,0.2826086956521739,0.15217391304347827,0.2826086956521739,0.32608695652173914,0.43478260869565216
0.425531914893617,0.3617021276595745,0.23404255319148937,1.0,0.2765957446808511,0.723404255319149,0.14893617021276595,0.3404255319148936,0.19148936170212766,0.7659574468085106,0.2765957446808511,0.7021276595744681,0.3404255319148936,0.40425531914893614,0.425531914893617,0.851063829787234,0.2553191489361702,0.3617021276595745,0.1702127659574468,0.2765957446808511,0.14893617021276595,0.2765957446808511,0.3191489361702128,0.425531914893617
0.4375,0.375,0.25,1.0,0.2916666666666667,0.7291666666666666,0.14583333333333334,0.3333333333333333,0.1875,0.75,0.2708333333333333,0.6875,0.3541666666666667,0.3958333333333333,0.4375,0.8541666666666666,0.2708333333333333,0.375,0.16666666666666666,0.2708333333333333,0.14583333333333334,0.2708333333333333,0.3125,0.4166666666666667
0.4489795918367347,0.3877551020408163,0.24489795918367346,1.0,0.30612244897959184,0.7346938775510204,0.14285714285714285,0.3469387755102041,0.1836734693877551,0.7551020408163265,0.2653061224489796,0.673469387755102,0.3673469387755102,0.40816326530612246,0.42857142857142855,0.8367346938775511,0.2857142857142857,0.3877551020408163,0.16326530612244897,0.2653061224489796,0.14285714285714285,0.2653061224489796,0.30612244897959184,0.40816326530612246
0.44,0.38,0.24,1.0,0.3,0.74,0.14,0.34,0.18,0.76,0.28,0.68,0.38,0.4,0.44,0.82,0.28,0.4,0.16,0.28,0.14,0.28,0.32,0.4
0.43137254901960786,0.39215686274509803,0.23529411764705882,1.0,0.29411764705882354,0.7450980392156863,0.13725490196078433,0.3333333333333333,0.17647058823529413,0.7450980392156863,0.29411764705882354,0.6862745098039216,0.37254901960784315,0.39215686274509803,0.45098039215686275,0.803921568627451,0.27450980392156865,0.4117647058823529,0.1568627450980392,0.29411764705882354,0.13725490196078433,0.27450980392156865,0.3333333333333333,0.39215686274509803
0.4423076923076923,0.40384615384615385,0.23076923076923078,1.0,0.3076923076923077,0.75,0.1346153846153846,0.3269230769230769,0.17307692307692307,0.7307692307692307,0.3076923076923077,0.6923076923076923,0.38461538461538464,0.40384615384615385,0.46153846153846156,0.7884615384615384,0.28846153846153844,0.40384615384615385,0.15384615384615385,0.28846153846153844,0.1346153846153846,0.2692307692307692,0.3269230769230769,0.38461538461538464
0.4528301886792453,0.39622641509433965,0.22641509433962265,1.0,0.32075471698113206,0.7547169811320755,0.1320754716981132,0.33962264150943394,0.16981132075471697,0.7358490566037735,0.32075471698113206,0.6981132075471698,0.39622641509433965,0.39622641509433965,0.4528301886792453,0.7735849056603774,0.3018867924528302,0.41509433962264153,0.1509433962264151,0.2830188679245283,0.1320754716981132,0.2830188679245283,0.32075471698113206,0.37735849056603776
0.46296296296296297,0.4074074074074074,0.2222222222222222,1.0,0.3333333333333333,0.7592592592592593,0.12962962962962962,0.3333333333333333,0.16666666666666666,0.7407407407407407,0.3333333333333333,0.7037037037037037,0.4074074074074074,0.3888888888888889,0.4444444444444444,0.7592592592592593,0.3148148148148148,0.42592592592592593,0.14814814814814814,0.2777777777777778,0.12962962962962962,0.2962962962962963,0.3333333333333333,0.37037037037037035
0.45454545454545453,0.4,0.21818181818181817,1.0,0.32727272727272727,0.7636363636363637,0.12727272727272726,0.32727272727272727,0.16363636363636364,0.7454545454545455,0.34545454545454546,0.7090909090909091,0.41818181818181815,0.38181818181818183,0.45454545454545453,0.7636363636363637,0.3090909090909091,0.43636363636363634,0.14545454545454545,0.2727272727272727,0.12727272727272726,0.3090909090909091,0.34545454545454546,0.36363636363636365
0.44642857142857145,0.39285714285714285,0.21428571428571427,1.0,0.32142857142857145,0.7678571428571429,0.125,0.32142857142857145,0.16071428571428573,0.7321428571428571,0.35714285714285715,0.7142857142857143,0.42857142857142855,0.375,0.4642857142857143,0.75,0.30357142857142855,0.44642857142857145,0.14285714285714285,0.26785714285714285,0.125,0.30357142857142855,0.35714285714285715,0.35714285714285715
0.45614035087719296,0.40350877192982454,0.21052631578947367,1.0,0.3333333333333333,0.7543859649122807,0.12280701754385964,0.3157894736842105,0.15789473684210525,0.7192982456140351,0.3684210526315789,0.7192982456140351,0.43859649122807015,0.38596491228070173,0.45614035087719296,0.7368421052631579,0.3157894736842105,0.45614035087719296,0.14035087719298245,0.2631578947368421,0.12280701754385964,0.3157894736842105,0.3684210526315789,0.3508771929824561
0.4482758620689655,0.41379310344827586,0.22413793103448276,1.0,0.3275862068965517,0.7586206896551724,0.1206896551724138,0.3103448275862069,0.15517241379310345,0.7241379310344828,0.3793103448275862,0.7241379310344828,0.43103448275862066,0.3793103448275862,0.46551724137931033,0.7241379310344828,0.3103448275862069,0.46551724137931033,0.13793103448275862,0.25862068965517243,0.1206896551724138,0.3275862068965517,0.3793103448275862,0.3448275862068966
0.4406779661016949,0.423728813559322,0.23728813559322035,1.0,0.3220338983050847,0.7627118644067796,0.13559322033898305,0.3050847457627119,0.15254237288135594,0.711864406779661,0.3898305084745763,0.7288135593220338,0.423728813559322,0.3728813559322034,0.4745762711864407,0.711864406779661,0.3050847457627119,0.4745762711864407,0.13559322033898305,0.2542372881355932,0.11864406779661017,0.3389830508474576,0.3898305084745763,0.3389830508474576
0.43333333333333335,0.4166666666666667,0.23333333333333334,1.0,0.31666666666666665,0.7666666666666667,0.13333333333333333,0.31666666666666665,0.15,0.7166666666666667,0.4,0.7333333333333333,0.43333333333333335,0.36666666666666664,0.48333333333333334,0.7,0.3,0.48333333333333334,0.13333333333333333,0.26666666666666666,0.11666666666666667,0.35,0.4,0.3333333333333333
0.4262295081967213,0.4098360655737705,0.22950819672131148,1.0,0.3114754098360656,0.7704918032786885,0.14754098360655737,0.3114754098360656,0.14754098360655737,0.7213114754098361,0.4098360655737705,0.7377049180327869,0.4426229508196721,0.36065573770491804,0.4918032786885246,0.7049180327868853,0.29508196721311475,0.4918032786885246,0.13114754098360656,0.26229508196721313,0.13114754098360656,0.36065573770491804,0.4098360655737705,0.3442622950819672
0.41935483870967744,0.4032258064516129,0.22580645161290322,1.0,0.3064516129032258,0.7741935483870968,0.14516129032258066,0.3225806451612903,0.14516129032258066,0.7258064516129032,0.41935483870967744,0.7419354838709677,0.45161290322580644,0.3709677419354839,0.5,0.6935483870967742,0.2903225806451613,0.5,0.12903225806451613,0.27419354838709675,0.12903225806451613,0.3709677419354839,0.41935483870967744,0.3387096774193548
0.42857142857142855,0.3968253968253968,0.23809523809523808,1.0,0.30158730158730157,0.7777777777777778,0.15873015873015872,0.31746031746031744,0.15873015873015872,0.7301587301587301,0.42857142857142855,0.746031746031746,0.4444444444444444,0.36507936507936506,0.5079365079365079,0.6825396825396826,0.2857142857142857,0.5079365079365079,0.12698412698412698,0.2857142857142857,0.12698412698412698,0.36507936507936506,0.42857142857142855,0.3492063492063492
0.421875,0.390625,0.25,1.0,0.296875,0.78125,0.15625,0.328125,0.15625,0.71875,0.4375,0.734375,0.453125,0.375,0.515625,0.6875,0.28125,0.515625,0.140625,0.28125,0.125,0.375,0.4375,0.34375
0.4307692307692308,0.4,0.26153846153846155,1.0,0.3076923076923077,0.7692307692307693,0.15384615384615385,0.3230769230769231,0.15384615384615385,0.7230769230769231,0.4461538461538462,0.7384615384615385,0.46153846153846156,0.38461538461538464,0.5230769230769231,0.6923076923076923,0.2923076923076923,0.5230769230769231,0.13846153846153847,0.27692307692307694,0.13846153846153847,0.36923076923076925,0.4307692307692308,0.3384615384615385
0.42424242424242425,0.3939393939393939,0.25757575757575757,1.0,0.30303030303030304,0.7727272727272727,0.16666666666666666,0.3181818181818182,0.15151515151515152,0.7121212121212122,0.45454545454545453,0.7424242424242424,0.4696969696969697,0.3939393939393939,0.5303030303030303,0.6818181818181818,0.2878787878787879,0.5303030303030303,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.36363636363636365,0.4393939393939394,0.3484848484848485
0.417910447761194,0.40298507462686567,0.26865671641791045,1.0,0.29850746268656714,0.7611940298507462,0.16417910447761194,0.31343283582089554,0.14925373134328357,0.7164179104477612,0.4626865671641791,0.746268656716418,0.4626865671641791,0.3880597014925373,0.5373134328358209,0.6865671641791045,0.2835820895522388,0.5223880597014925,0.14925373134328357,0.26865671641791045,0.13432835820895522,0.3582089552238806,0.43283582089552236,0.3582089552238806
0.4117647058823529,0.4117647058823529,0.27941176470588236,1.0,0.29411764705882354,0.75,0.16176470588235295,0.3088235294117647,0.14705882352941177,0.7205882352941176,0.47058823529411764,0.7352941176470589,0.45588235294117646,0.38235294117647056,0.5441176470588235,0.6764705882352942,0.27941176470588236,0.5147058823529411,0.14705882352941177,0.2647058823529412,0.1323529411764706,0.35294117647058826,0.4264705882352941,0.36764705882352944
0.4057971014492754,0.4057971014492754,0.2898550724637681,1.0,0.2898550724637681,0.7391304347826086,0.15942028985507245,0.30434782608695654,0.14492753623188406,0.7246376811594203,0.4782608695652174,0.7391304347826086,0.4492753623188406,0.37681159420289856,0.5507246376811594,0.6666666666666666,0.2753623188405797,0.5072463768115942,0.14492753623188406,0.2608695652173913,0.13043478260869565,0.36231884057971014,0.42028985507246375,0.37681159420289856
