ContextualEpsilonGreedyNeuralBandit_1.0,ContextualEpsilonGreedyNeuralBandit_0.9,ContextualEpsilonGreedyNeuralPerArmBandit_1.0,ContextualEpsilonGreedyNeuralPerArmBandit_0.9,ContextualEpsilonGreedyLogisticBandit_1.0,ContextualEpsilonGreedyLogisticBandit_0.9,ContextualEpsilonGreedyLogisticPerArmBandit_1.0,ContextualEpsilonGreedyLogisticPerArmBandit_0.9,ContextualEpsilonGreedyTreeBandit_1.0,ContextualEpsilonGreedyTreeBandit_0.9,ContextualEpsilonGreedyTreePerArmBandit_1.0,ContextualEpsilonGreedyTreePerArmBandit_0.9,ContextualSoftmaxNeuralBandit_0.2,ContextualSoftmaxNeuralBandit_0.5,ContextualSoftmaxNeuralPerArmBandit_0.2,ContextualSoftmaxNeuralPerArmBandit_0.5,ContextualSoftmaxLogisticBandit_0.2,ContextualSoftmaxLogisticBandit_0.5,ContextualSoftmaxLogisticPerArmBandit_0.2,ContextualSoftmaxLogisticPerArmBandit_0.5,ContextualSoftmaxTreeBandit_0.2,ContextualSoftmaxTreeBandit_0.5,ContextualSoftmaxTreePerArmBandit_0.2,ContextualSoftmaxTreePerArmBandit_0.5,ContextualEpsilonGreedyTreeSamplingBandit_1.0,ContextualEpsilonGreedyTreeSamplingBandit_0.9,ContextualSoftmaxTreeSamplingBandit_0.2,ContextualSoftmaxTreeSamplingBandit_0.5
0.7272727272727273,0.5909090909090909,0.2727272727272727,0.2272727272727272,0.3636363636363636,0.3181818181818182,0.3181818181818182,0.3636363636363636,0.1363636363636363,0.2727272727272727,0.7272727272727273,0.6818181818181818,0.3181818181818182,0.1363636363636363,0.1818181818181818,0.1818181818181818,0.1363636363636363,0.3636363636363636,0.2727272727272727,0.3181818181818182,0.2272727272727272,0.0909090909090909,0.4090909090909091,0.4090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.045454545454545456
0.7391304347826086,0.6086956521739131,0.3043478260869565,0.2608695652173913,0.391304347826087,0.3043478260869565,0.3478260869565217,0.391304347826087,0.1739130434782608,0.2608695652173913,0.7391304347826086,0.6956521739130435,0.3043478260869565,0.1304347826086956,0.1739130434782608,0.1739130434782608,0.1739130434782608,0.391304347826087,0.3043478260869565,0.3043478260869565,0.2608695652173913,0.0869565217391304,0.4347826086956521,0.391304347826087,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.043478260869565216
0.75,0.625,0.3333333333333333,0.2916666666666667,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.2916666666666667,0.75,0.7083333333333334,0.2916666666666667,0.125,0.1666666666666666,0.1666666666666666,0.2083333333333333,0.375,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.125,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.25,0.041666666666666664
0.76,0.64,0.36,0.28,0.4,0.36,0.36,0.44,0.2,0.32,0.76,0.72,0.28,0.12,0.16,0.16,0.2,0.4,0.32,0.36,0.32,0.12,0.44,0.4,0.16,0.08,0.24,0.04
0.7307692307692307,0.6153846153846154,0.3846153846153846,0.2692307692307692,0.4230769230769231,0.3461538461538461,0.3461538461538461,0.4230769230769231,0.2307692307692307,0.3461538461538461,0.7307692307692307,0.6923076923076923,0.3076923076923077,0.1153846153846153,0.1923076923076923,0.1538461538461538,0.2307692307692307,0.3846153846153846,0.3461538461538461,0.3461538461538461,0.3076923076923077,0.1153846153846153,0.4230769230769231,0.4230769230769231,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.038461538461538464
0.7037037037037037,0.5925925925925926,0.4074074074074074,0.2592592592592592,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4074074074074074,0.2592592592592592,0.3703703703703703,0.7037037037037037,0.6666666666666666,0.2962962962962963,0.1111111111111111,0.1851851851851851,0.1481481481481481,0.2222222222222222,0.3703703703703703,0.3703703703703703,0.3333333333333333,0.2962962962962963,0.1111111111111111,0.4074074074074074,0.4074074074074074,0.14814814814814814,0.07407407407407407,0.2222222222222222,0.07407407407407407
0.6785714285714286,0.5714285714285714,0.3928571428571428,0.25,0.4285714285714285,0.3214285714285714,0.3214285714285714,0.3928571428571428,0.25,0.3571428571428571,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.1428571428571428,0.1785714285714285,0.1428571428571428,0.2142857142857142,0.3928571428571428,0.3571428571428571,0.3214285714285714,0.2857142857142857,0.1071428571428571,0.3928571428571428,0.3928571428571428,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.07142857142857142
0.6896551724137931,0.5862068965517241,0.4137931034482758,0.2758620689655172,0.4137931034482758,0.3103448275862069,0.3103448275862069,0.4137931034482758,0.2413793103448276,0.3793103448275862,0.7241379310344828,0.6551724137931034,0.2758620689655172,0.1379310344827586,0.2068965517241379,0.1379310344827586,0.2068965517241379,0.3793103448275862,0.3448275862068966,0.3448275862068966,0.3103448275862069,0.1379310344827586,0.3793103448275862,0.3793103448275862,0.1724137931034483,0.06896551724137931,0.20689655172413793,0.06896551724137931
0.7,0.6,0.4333333333333333,0.3,0.4,0.3,0.3,0.4333333333333333,0.2333333333333333,0.4,0.7333333333333333,0.6666666666666666,0.3,0.1333333333333333,0.2,0.1333333333333333,0.2,0.3666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.3666666666666666,0.4,0.16666666666666666,0.06666666666666667,0.2,0.06666666666666667
0.7096774193548387,0.6129032258064516,0.4516129032258064,0.3225806451612903,0.4193548387096774,0.2903225806451613,0.3225806451612903,0.4193548387096774,0.2580645161290322,0.4193548387096774,0.7419354838709677,0.6451612903225806,0.2903225806451613,0.1290322580645161,0.1935483870967742,0.1290322580645161,0.1935483870967742,0.3870967741935484,0.3548387096774194,0.3225806451612903,0.3548387096774194,0.1612903225806451,0.3870967741935484,0.4193548387096774,0.16129032258064516,0.06451612903225806,0.1935483870967742,0.06451612903225806
0.6875,0.59375,0.4375,0.3125,0.40625,0.28125,0.3125,0.40625,0.25,0.40625,0.75,0.65625,0.28125,0.125,0.1875,0.125,0.1875,0.375,0.34375,0.3125,0.34375,0.15625,0.375,0.40625,0.15625,0.0625,0.21875,0.09375
0.6666666666666666,0.5757575757575758,0.4545454545454545,0.303030303030303,0.4242424242424242,0.2727272727272727,0.303030303030303,0.3939393939393939,0.2727272727272727,0.4242424242424242,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.1212121212121212,0.2121212121212121,0.1212121212121212,0.1818181818181818,0.3636363636363636,0.3636363636363636,0.303030303030303,0.3333333333333333,0.1515151515151515,0.3636363636363636,0.4242424242424242,0.18181818181818182,0.06060606060606061,0.21212121212121213,0.09090909090909091
0.6470588235294118,0.5588235294117647,0.4411764705882353,0.2941176470588235,0.4117647058823529,0.2647058823529412,0.2941176470588235,0.3823529411764705,0.2647058823529412,0.4117647058823529,0.7352941176470589,0.6470588235294118,0.2647058823529412,0.1470588235294117,0.2058823529411764,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.2941176470588235,0.3235294117647059,0.1470588235294117,0.3529411764705882,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.08823529411764706
0.6571428571428571,0.5428571428571428,0.4571428571428571,0.3142857142857143,0.4285714285714285,0.2857142857142857,0.3142857142857143,0.4,0.2857142857142857,0.4,0.7428571428571429,0.6571428571428571,0.2571428571428571,0.1428571428571428,0.2,0.1142857142857142,0.1714285714285714,0.3714285714285714,0.3714285714285714,0.2857142857142857,0.3428571428571428,0.1428571428571428,0.3714285714285714,0.4285714285714285,0.17142857142857143,0.05714285714285714,0.2571428571428571,0.08571428571428572
0.6388888888888888,0.5277777777777778,0.4444444444444444,0.3055555555555556,0.4166666666666667,0.2777777777777778,0.3055555555555556,0.4166666666666667,0.2777777777777778,0.3888888888888889,0.75,0.6666666666666666,0.25,0.1388888888888889,0.1944444444444444,0.1111111111111111,0.1944444444444444,0.3888888888888889,0.3611111111111111,0.2777777777777778,0.3333333333333333,0.1388888888888889,0.3611111111111111,0.4166666666666667,0.16666666666666666,0.05555555555555555,0.25,0.08333333333333333
0.6216216216216216,0.5135135135135135,0.4594594594594595,0.2972972972972973,0.4324324324324324,0.2702702702702703,0.2972972972972973,0.4054054054054054,0.2972972972972973,0.4054054054054054,0.7297297297297297,0.6486486486486487,0.2432432432432432,0.1351351351351351,0.1891891891891892,0.1081081081081081,0.1891891891891892,0.3783783783783784,0.3783783783783784,0.2702702702702703,0.3243243243243243,0.1351351351351351,0.3513513513513513,0.4324324324324324,0.16216216216216217,0.05405405405405406,0.2702702702702703,0.08108108108108109
0.631578947368421,0.5263157894736842,0.4736842105263157,0.3157894736842105,0.4473684210526316,0.2894736842105263,0.3157894736842105,0.4210526315789473,0.3157894736842105,0.4210526315789473,0.7368421052631579,0.6578947368421053,0.2368421052631578,0.131578947368421,0.1842105263157894,0.1052631578947368,0.1842105263157894,0.3947368421052631,0.3947368421052631,0.2631578947368421,0.3421052631578947,0.131578947368421,0.3684210526315789,0.4473684210526316,0.15789473684210525,0.05263157894736842,0.2894736842105263,0.07894736842105263
0.6410256410256411,0.5384615384615384,0.4615384615384615,0.3333333333333333,0.4358974358974359,0.3076923076923077,0.3076923076923077,0.4358974358974359,0.3076923076923077,0.4358974358974359,0.7435897435897436,0.6666666666666666,0.2564102564102564,0.1538461538461538,0.1794871794871795,0.1025641025641025,0.2051282051282051,0.3846153846153846,0.3846153846153846,0.2564102564102564,0.358974358974359,0.1538461538461538,0.3846153846153846,0.4615384615384615,0.15384615384615385,0.05128205128205128,0.3076923076923077,0.07692307692307693
0.625,0.525,0.475,0.325,0.45,0.3,0.3,0.425,0.325,0.45,0.725,0.65,0.275,0.15,0.2,0.1,0.225,0.375,0.4,0.25,0.35,0.15,0.375,0.45,0.15,0.05,0.3,0.075
0.6341463414634146,0.5365853658536586,0.4634146341463415,0.3414634146341463,0.4390243902439024,0.2926829268292683,0.2926829268292683,0.4390243902439024,0.3170731707317073,0.4634146341463415,0.7317073170731707,0.6585365853658537,0.2682926829268293,0.1463414634146341,0.2195121951219512,0.1219512195121951,0.2195121951219512,0.3658536585365853,0.3902439024390244,0.2682926829268293,0.3658536585365853,0.1707317073170731,0.3902439024390244,0.4390243902439024,0.14634146341463414,0.04878048780487805,0.2926829268292683,0.0975609756097561
0.6428571428571429,0.5476190476190477,0.4523809523809524,0.3571428571428571,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.3095238095238095,0.4761904761904761,0.7380952380952381,0.6666666666666666,0.2619047619047619,0.1428571428571428,0.238095238095238,0.119047619047619,0.2142857142857142,0.3571428571428571,0.3809523809523809,0.2619047619047619,0.3809523809523809,0.1666666666666666,0.4047619047619047,0.4285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.11904761904761904
0.627906976744186,0.5348837209302325,0.4418604651162791,0.3488372093023256,0.4186046511627907,0.2790697674418604,0.2790697674418604,0.4186046511627907,0.3023255813953488,0.4651162790697674,0.7441860465116279,0.6744186046511628,0.2558139534883721,0.1395348837209302,0.2325581395348837,0.1395348837209302,0.2325581395348837,0.3488372093023256,0.3720930232558139,0.2790697674418604,0.3720930232558139,0.1627906976744186,0.3953488372093023,0.4418604651162791,0.13953488372093023,0.06976744186046512,0.27906976744186046,0.11627906976744186
0.6136363636363636,0.5227272727272727,0.4545454545454545,0.3409090909090909,0.4318181818181818,0.2954545454545454,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.4772727272727273,0.7272727272727273,0.6590909090909091,0.25,0.1363636363636363,0.2272727272727272,0.1363636363636363,0.2272727272727272,0.3409090909090909,0.3863636363636363,0.2727272727272727,0.3636363636363636,0.1590909090909091,0.3863636363636363,0.4545454545454545,0.13636363636363635,0.06818181818181818,0.2727272727272727,0.11363636363636363
0.6222222222222222,0.5111111111111111,0.4444444444444444,0.3555555555555555,0.4222222222222222,0.3111111111111111,0.2666666666666666,0.4222222222222222,0.3111111111111111,0.4888888888888889,0.7333333333333333,0.6666666666666666,0.2444444444444444,0.1333333333333333,0.2222222222222222,0.1555555555555555,0.2444444444444444,0.3333333333333333,0.3777777777777777,0.2666666666666666,0.3777777777777777,0.1777777777777777,0.4,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.1111111111111111
0.6086956521739131,0.5,0.4347826086956521,0.3478260869565217,0.4130434782608695,0.3043478260869565,0.2608695652173913,0.4130434782608695,0.3043478260869565,0.4782608695652174,0.7391304347826086,0.6739130434782609,0.2391304347826087,0.1304347826086956,0.2391304347826087,0.1521739130434782,0.2391304347826087,0.3260869565217391,0.3695652173913043,0.2608695652173913,0.391304347826087,0.1739130434782608,0.391304347826087,0.4782608695652174,0.13043478260869565,0.08695652173913043,0.2608695652173913,0.10869565217391304
0.6170212765957447,0.5106382978723404,0.4468085106382978,0.3617021276595745,0.425531914893617,0.3191489361702128,0.2765957446808511,0.425531914893617,0.3191489361702128,0.4893617021276595,0.7446808510638298,0.6808510638297872,0.2340425531914893,0.1276595744680851,0.2340425531914893,0.1489361702127659,0.2340425531914893,0.3404255319148936,0.3617021276595745,0.2765957446808511,0.4042553191489361,0.1702127659574468,0.4042553191489361,0.4893617021276595,0.1276595744680851,0.0851063829787234,0.2553191489361702,0.10638297872340426
0.625,0.5,0.4583333333333333,0.375,0.4375,0.3333333333333333,0.2916666666666667,0.4375,0.3333333333333333,0.5,0.75,0.6875,0.2291666666666666,0.125,0.25,0.1458333333333333,0.2291666666666666,0.3333333333333333,0.3541666666666667,0.2708333333333333,0.4166666666666667,0.1666666666666666,0.4166666666666667,0.5,0.125,0.10416666666666667,0.25,0.10416666666666667
0.6122448979591837,0.4897959183673469,0.4489795918367347,0.3673469387755102,0.4285714285714285,0.3265306122448979,0.2857142857142857,0.4285714285714285,0.3265306122448979,0.4897959183673469,0.7551020408163265,0.673469387755102,0.2244897959183673,0.1224489795918367,0.2653061224489796,0.1428571428571428,0.2244897959183673,0.3265306122448979,0.3469387755102041,0.2653061224489796,0.4285714285714285,0.1632653061224489,0.4081632653061224,0.4897959183673469,0.12244897959183673,0.10204081632653061,0.2653061224489796,0.10204081632653061
0.6,0.48,0.44,0.36,0.42,0.32,0.3,0.42,0.32,0.48,0.76,0.68,0.22,0.14,0.26,0.16,0.22,0.32,0.34,0.26,0.42,0.18,0.42,0.5,0.14,0.1,0.26,0.1
0.5882352941176471,0.4705882352941176,0.4509803921568627,0.3529411764705882,0.4313725490196078,0.3333333333333333,0.2941176470588235,0.4117647058823529,0.3333333333333333,0.4901960784313725,0.7450980392156863,0.6666666666666666,0.2156862745098039,0.1372549019607843,0.2549019607843137,0.1568627450980392,0.2156862745098039,0.3137254901960784,0.3333333333333333,0.2549019607843137,0.4117647058823529,0.1764705882352941,0.4117647058823529,0.5098039215686274,0.1568627450980392,0.09803921568627451,0.2549019607843137,0.09803921568627451
0.5961538461538461,0.4807692307692308,0.4615384615384615,0.3653846153846153,0.4230769230769231,0.3269230769230769,0.2884615384615384,0.4230769230769231,0.3269230769230769,0.5,0.75,0.6730769230769231,0.2115384615384615,0.1538461538461538,0.25,0.1538461538461538,0.2115384615384615,0.3076923076923077,0.3269230769230769,0.25,0.4230769230769231,0.173076923076923,0.4230769230769231,0.5,0.15384615384615385,0.09615384615384616,0.25,0.09615384615384616
0.5849056603773585,0.4716981132075472,0.4528301886792453,0.3584905660377358,0.4150943396226415,0.320754716981132,0.3018867924528302,0.4150943396226415,0.320754716981132,0.490566037735849,0.7547169811320755,0.6792452830188679,0.2075471698113207,0.1509433962264151,0.2452830188679245,0.1509433962264151,0.2075471698113207,0.3018867924528302,0.3396226415094339,0.2452830188679245,0.4150943396226415,0.1698113207547169,0.4339622641509434,0.5094339622641509,0.16981132075471697,0.09433962264150944,0.24528301886792453,0.09433962264150944
0.5925925925925926,0.4814814814814814,0.4629629629629629,0.3703703703703703,0.4074074074074074,0.3148148148148148,0.2962962962962963,0.4259259259259259,0.3148148148148148,0.5,0.7592592592592593,0.6851851851851852,0.2222222222222222,0.1481481481481481,0.2592592592592592,0.1481481481481481,0.2037037037037037,0.2962962962962963,0.3333333333333333,0.2592592592592592,0.4259259259259259,0.1851851851851851,0.4444444444444444,0.5,0.16666666666666666,0.09259259259259259,0.24074074074074073,0.09259259259259259
0.5818181818181818,0.4727272727272727,0.4727272727272727,0.3636363636363636,0.4181818181818181,0.3272727272727272,0.2909090909090909,0.4181818181818181,0.3272727272727272,0.4909090909090909,0.7454545454545455,0.6727272727272727,0.2181818181818181,0.1454545454545454,0.2727272727272727,0.1454545454545454,0.2,0.2909090909090909,0.3454545454545454,0.2545454545454545,0.4363636363636363,0.1818181818181818,0.4363636363636363,0.509090909090909,0.16363636363636364,0.09090909090909091,0.23636363636363636,0.09090909090909091
0.5714285714285714,0.4642857142857143,0.4642857142857143,0.3571428571428571,0.4107142857142857,0.3214285714285714,0.3035714285714285,0.4107142857142857,0.3214285714285714,0.4821428571428571,0.75,0.6785714285714286,0.2142857142857142,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1964285714285714,0.2857142857142857,0.3392857142857143,0.25,0.4285714285714285,0.1785714285714285,0.4464285714285714,0.5178571428571429,0.16071428571428573,0.08928571428571429,0.23214285714285715,0.08928571428571429
0.5614035087719298,0.4561403508771929,0.4561403508771929,0.3508771929824561,0.4035087719298245,0.3157894736842105,0.3157894736842105,0.4035087719298245,0.3157894736842105,0.4736842105263157,0.7543859649122807,0.6666666666666666,0.2105263157894736,0.1403508771929824,0.2807017543859649,0.1403508771929824,0.1929824561403508,0.2807017543859649,0.3333333333333333,0.2456140350877192,0.4210526315789473,0.175438596491228,0.4561403508771929,0.5263157894736842,0.15789473684210525,0.08771929824561403,0.22807017543859648,0.08771929824561403
0.5689655172413793,0.4482758620689655,0.4655172413793103,0.3620689655172414,0.4137931034482758,0.3275862068965517,0.3275862068965517,0.4137931034482758,0.3275862068965517,0.4655172413793103,0.7586206896551724,0.6724137931034483,0.2068965517241379,0.1379310344827586,0.293103448275862,0.1379310344827586,0.1896551724137931,0.2758620689655172,0.3275862068965517,0.2586206896551724,0.4310344827586206,0.1896551724137931,0.4482758620689655,0.5344827586206896,0.15517241379310345,0.08620689655172414,0.2413793103448276,0.10344827586206896
